id,artist,date_live,doors_time,location,address,genres,status,new,url,buy_link,image,date_created
41441,Jalen Ngonda,2026-05-12,7:00 pm,den Atelier,"54 rue de Hollerich, 1740 Luxembourg",R&amp;B / Soul,Buy Now,,https://www.atelier.lu/shows/jalen-ngonda/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=918758629409&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14312/image.6978e18d75239.320.jpg,2026-02-17T13:33:10.454565+00:00
40302,Blue,2026-05-15,7:00 pm,den Atelier,"54 rue de Hollerich, 1740 Luxembourg",Pop,Sold Out,,https://www.atelier.lu/shows/blue/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=306581473209&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14224/image.68b974e439dba.320.jpg,2026-02-17T13:33:10.454565+00:00
40956,Dermot Kennedy,2026-05-20,7:00 pm,Rockhal,"5 avenue du Rock'n'Roll, L-4361 Esch/Alzette",Pop; Singer-Songwriter,Buy Now,,https://www.atelier.lu/shows/dermot-kennedy-2/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=342772318189&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14282/image.691ee2403b38d.320.jpg,2026-02-17T13:33:10.454565+00:00
41085,Rodrigo y Gabriela - 20th Anniversary Tour,2026-05-20,7:00 pm,den Atelier,"54 rue de Hollerich, 1740 Luxembourg",Rock,Buy Now,,https://www.atelier.lu/shows/rodrigo-y-gabriela-20th-anniversary-tour/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=194292849978&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14266/image.69316c841c3f8.320.jpg,2026-02-17T13:33:10.454565+00:00
35597,Beth Hart,2026-05-26,7:00 pm,Rockhal,"5 avenue du Rock'n'Roll, L-4361 Esch/Alzette",Blues Rock,Buy Now,,https://www.atelier.lu/shows/beth-hart-2/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=606327463667&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14028/image.66e1b4efeb0ad.320.jpg,2026-02-17T13:33:10.454565+00:00
40873,Antony Szmierek,2026-05-28,8:00 pm,Rotondes,"Place des Rotondes, 2448 Luxembourg",Electronica; Spoken Word,Buy Now,,https://www.atelier.lu/shows/antony-szmierek/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=103985311213&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14271/image.690b808f61e54.320.jpg,2026-02-17T13:33:10.454565+00:00
41342,XZIBIT (US) feat. Furnace Band,2026-06-02,7:00 pm,den Atelier,"54 rue de Hollerich, 1740 Luxembourg",Hip Hop,Buy Now,,https://www.atelier.lu/shows/xzibit-3/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=381118636449&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14303/image.6967654643fe4.320.jpg,2026-02-17T13:33:10.454565+00:00
41013,MEGADETH,2026-06-11,7:00 pm,Rockhal,"5 avenue du Rock'n'Roll, L-4361 Esch/Alzette",Metal,Buy Now,,https://www.atelier.lu/shows/megadeth-4/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=732948680221&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14285/image.6925d1f41a8ed.320.jpg,2026-02-17T13:33:10.454565+00:00
40477,Ethel Cain,2026-06-13,7:00 pm,den Atelier,"54 rue de Hollerich, 1740 Luxembourg",Alternative Rock; Indie,Buy Now,,https://www.atelier.lu/shows/ethel-cain/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=254900824797&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14241/image.68d652e679715.320.jpg,2026-02-17T13:33:10.454565+00:00
40251,Big Thief,2026-06-18,7:00 pm,den Atelier,"54 rue de Hollerich, 1740 Luxembourg",Folk; Indie,Buy Now,,https://www.atelier.lu/shows/big-thief/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=669470676290&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14221/image.68b6e5ef7d1c4.320.jpg,2026-02-17T13:33:10.454565+00:00
41016,ANTHRAX,2026-06-21,7:00 pm,den Atelier,"54 rue de Hollerich, 1740 Luxembourg",Metal,Buy Now,,https://www.atelier.lu/shows/anthrax-3/,https://apps.ticketmatic.com/widgets/atelier/flow/campaign?event=438625273970&ref=#!/addtickets,https://apps.ticketmatic.com/obj/filestore/prod/10328/events/14286/image.69241c84de67a.320.jpg,2026-02-17T13:33:10.454565+00:00
